,Candidate,Constitutency,Party,Votes
325,KOTWAL_ASHVINBHAI_LAXMANBHAI,Khedbrahma,Indian_National_Congress,85916
326,RAMILABEN_BARA,Khedbrahma,Bharatiya_Janata_Party,74785
327,BIPINCHANDRA_RUPASIBHAI_GAMETI,Khedbrahma,Janata_Dal__(United),3509
328,ARVINDBHAI_ASARI,Khedbrahma,Bahujan_Samaj_Party,3297
329,NINAMA_BHIMJIBHAI_NARVAJI,Khedbrahma,Independent,2584
330,INDUBEN_C._BODAT,Khedbrahma,Independent,2454
331,SOLANKI_CHHAGANBHAI_KEVALABHAI,Khedbrahma,All_India_Hindustan_Congress_Party,1784
332,DR._ANIL_JOSHIYARA,Bhiloda,Indian_National_Congress,95719
333,P.C.BARANDA,Bhiloda,Bharatiya_Janata_Party,83302
334,VISAT_DINESHBHAI_SANJABHAI,Bhiloda,Independent,3994
335,TABIYAD_SOMABHAI_SALUJI,Bhiloda,Communist_Party_of_India__(Marxist),1752
336,NINAMA_DILIPKUMAR_KHIMJIBHAI,Bhiloda,Independent,1568
337,KHARADI_SUBHASHBHAI_SHEMYUALBHAI,Bhiloda,Lok_Gathbandhan_Party,1365
338,DAMOR_PRATAPSINH_THAVARAJI,Bhiloda,Independent,720
339,DAMOR_CHANDUBHAI_NANJIBHAI,Bhiloda,Bahujan_Mukti_Party,514
340,GAMETI_HEMANTBHAI_DHANJIBHAI,Bhiloda,All_India_Hindustan_Congress_Party,500
341,THAKOR_RAJENDRASINH_SHIVSINH,Modasa,Indian_National_Congress,83411
342,PARMAR_BHIKHUSINHJI_CHATURSINHJI,Modasa,Bharatiya_Janata_Party,81771
343,PATEL_MANOJBHAI_RATILAL,Modasa,Nationalist_Congress_Party,2402
344,CHAUHAN_RANJITSINH_SOMABHAI,Modasa,Independent,967
345,MAKWANA_VISHNUSINH_RUPSINH,Modasa,Bahujan_Samaj_Party,934
346,PATEL_SURESHKUMAR_JAYANTILAL,Modasa,Independent,724
347,RAO_NIRBHAYASINH_KISHORSINH,Modasa,All_India_Hindustan_Congress_Party,454
348,BAKROLIYA_A.RAHIM_ISMAILBHAI,Modasa,Janata_Dal__(United),256
349,ZALA_DHAVALSINH_NARENDRASINH,Bayad,Indian_National_Congress,79556
350,CHAUHAN_ADESINH_MANSINH,Bayad,Bharatiya_Janata_Party,71655
351,PATEL_BABARBHAI_MATHURBHAI,Bayad,Independent,1992
352,PATEL_KIRITKUMAR_BABARBHAI,Bayad,Independent,1418
353,PARMAR_GAJENDRASINH_UDESINH,Prantij,Bharatiya_Janata_Party,83482
354,BARAIYA_MAHENDRASINH_KACHARSINH_(ADVOCATE),Prantij,Indian_National_Congress,80931
355,ZALA_RAJENDRASINH_KALUSINH,Prantij,Nationalist_Congress_Party,3718
356,MASU_RASIKBHAI_PATEL,Prantij,Independent,1762
357,ZALA_DALPATSINH_MOTISINH,Prantij,Independent,1730
358,VANKAR_HARMESHKUMAR_NATVARBHAI,Prantij,Bahujan_Samaj_Party,1079
359,JOSHI_PARESHKUMAR_PRAVINCHAND_(PRAKASHBHAI_MAHARAJ),Prantij,Independent,584
360,RATHOD_JAYDIPSINH_JAGATSINH,Prantij,Insaniyat_Party,521
361,PATEL_KALPESHKUMAR_RANCHHODBHAI,Prantij,All_India_Hindustan_Congress_Party,359
362,CHAUHAN_BALRAJSINH_KALYANSINH,Dahegam,Bharatiya_Janata_Party,74445
363,RATHOD_KAMINIBA_BHUPENDRASINH,Dahegam,Indian_National_Congress,63585
364,MALEK_AMJADHUSSAIN_MANSURMIYA,Dahegam,Independent,1631
365,SONARA_RAMANLAL_KHANABHAI,Dahegam,Bahujan_Samaj_Party,1143
366,THAKOR_JENAJI_RUMALJI,Dahegam,Insaniyat_Party,949
367,AMIN_VINUBHAI_BAHADURBHAI,Dahegam,All_India_Hindustan_Congress_Party,625
368,THAKOR_SHAMBHUJI_CHELAJI,Gandhinagar_South,Bharatiya_Janata_Party,107480
369,GOVINDJI_HIRAJI_SOLANKI,Gandhinagar_South,Indian_National_Congress,95942
370,JADUGAR_PIYUSHBHAI_CHATURBHAI,Gandhinagar_South,Bahujan_Samaj_Party,2761
371,SURESHKUMAR_DHANJIBHAI_SHASTRI,Gandhinagar_South,Independent,1284
372,SHASHIKANT_FUSHABHAI_VANIKAR,Gandhinagar_South,Independent,995
373,ACHARYA_KEYUR_CHIMANBHAI,Gandhinagar_South,Bahujan_Mukti_Party,941
374,CHAUHAN_SANJAYKUMAR_CHANDUBHAI,Gandhinagar_South,Shivsena,465
375,GOHIL_AJITSINH_ARJUNJI,Gandhinagar_South,Lok_Vikas_Manch,400
376,RAVAL___KIRITKUMAR_NATVARLAL,Gandhinagar_South,Independent,370
377,SINGH_PRADEEPKUMAR_GORKHNATH,Gandhinagar_South,Sardar_Vallabhbhai_Patel_Party,322
378,DR._C._J._CHAVDA,Gandhinagar_North,Indian_National_Congress,80142
379,ASHOKKUMAR_RANCHHODBHAI_PATEL,Gandhinagar_North,Bharatiya_Janata_Party,74406
380,RAJ_PRAJAPATI,Gandhinagar_North,Independent,1128
381,RATHOD_GOVINDBHAI_MOHANBHAI,Gandhinagar_North,Bahujan_Samaj_Party,797
382,NAYANI_ROHIT,Gandhinagar_North,Nationalist_Congress_Party,772
383,KARANSINH_VAGHELA_(ADVOCATE),Gandhinagar_North,All_India_Hindustan_Congress_Party,767
384,BAHUGUNA_RASHMIBEN_BHAKTIBHUSAN,Gandhinagar_North,Independent,387
385,PATEL_GUNVANTKUMAR_KESHAVLAL,Gandhinagar_North,Aam_Aadmi_Party,377
386,PARMAR_PRATIKKUMAR_GUNVANTBHAI,Gandhinagar_North,Independent,269
387,DABHI_RAGHUJI_BALDEVJI,Gandhinagar_North,Independent,178
388,KAKKAD_ANIL_TULSIDAS,Gandhinagar_North,Lok_Vikas_Manch,146
389,VANAND_CHANDUBHAI_AASHARAM,Gandhinagar_North,Sardar_Vallabhbhai_Patel_Party,136
390,PATEL_SURESHKUMAR_CHATURDAS,Mansa,Indian_National_Congress,77902
391,AMITBHAI_HARISINGBHAI_CHAUDHARY,Mansa,Bharatiya_Janata_Party,77378
392,PRAJAPATI_ASHISHKUMAR_ATMARAM,Mansa,Independent,1371
393,PARMAR_MAHENDRAKUMAR_MOHANBHAI,Mansa,Bahujan_Samaj_Party,870
394,PARMAR_PARSOTTAMBHAI_CHATURBHAI,Mansa,Independent,806
395,PARMAR_NARENDRABHAI_MAGANLAL,Mansa,Independent,255
396,PATEL_BHANUBHAI_KESHAVLAL,Mansa,Independent,191
397,CHAVDA_VIJAYSINH_KARANSINH,Mansa,Independent,155
398,PATEL_SHAILESHKUMAR_SOMABHAI,Mansa,Independent,154
399,THAKOR_BABUJI_JOITAJI,Mansa,Independent,117
400,THAKOR_MAHESHJI_ARJANJI,Mansa,Independent,105
401,BALDEVJI_CHANDUJI_THAKOR,Kalol,Indian_National_Congress,82886
402,DR.ATULBHAI_K._PATEL,Kalol,Bharatiya_Janata_Party,74921
403,MAHENDRASHEEL_SOMABHAI_UPASAK,Kalol,Bahujan_Samaj_Party,1183
404,THAKOR_KARSANJI_MAGANJI,Kalol,Nationalist_Congress_Party,1033
405,MAKWANA_ANILKUMAR_SOMABHAI,Kalol,Independent,853
406,VYAS_VISHNU_PRASAD_CHHOTALAL,Kalol,Independent,575
407,OZA_AJITABEN_VITTHALBHAI,Kalol,Aapni_Sarkar_Party,278
408,PATEL_SATISHKUMAR_RAMESHBHAI,Kalol,Independent,255
409,PATEL_RAJNIKANT_AMBALAL_(BACHUBHAI),Kalol,Independent,190
410,BHARWAD_LAKHABHAI_BHIKHABHAI,Viramgam,Indian_National_Congress,76178
411,DR._TEJSHRIBEN_DILIPKUMAR_PATEL,Viramgam,Bharatiya_Janata_Party,69630
412,JADAV_DHRUVKUMAR_BAVALBHAI,Viramgam,Independent,12069
413,THAKOR_KUNVARJI_BABAJI,Viramgam,Independent,10836
414,PATEL_BHAILALBHAI_GANPATBHAI,Viramgam,Independent,2835
415,PATEL_BALDEVBHAI_JIVABHAI,Viramgam,Independent,1621
416,BHAVESH_SOLANKI,Viramgam,Bahujan_Samaj_Party,1620
417,BARAD_PRABHUBHAI_LAXMANBHAI,Viramgam,Independent,1371
418,RAVAL_VINODCHANDRA_GIRISHBHAI,Viramgam,Independent,928
419,PATEL_ALPESHKUMAR_POPATLAL,Viramgam,Independent,913
420,MOMIN_USMANBHAI_NURABHAI,Viramgam,Bahujan_Mukti_Party,680
421,SHREEMALI_MANSUKHBHAI_HARIBHAI,Viramgam,Independent,575
422,LAMKA_LALABHAI_MAFABHAI,Viramgam,Independent,497
423,ZALA__DASHARATHSINH_HEMANTSANG,Viramgam,Jan_Satya_Path_Party,486
424,GOSWAMI_RAJENDRAGIRI_VASHARAMGIRI,Viramgam,Independent,485
425,THAKOR_PARBATBHAI_RAMJIBHAI,Viramgam,Independent,474
426,KOLI_PATEL_MUKESHBHAI_HIMMATBHAI,Viramgam,Vyavastha_Parivartan_Party,442
427,THAKOR_JAYANTIBHAI_BACHUJI,Viramgam,All_India_Hindustan_Congress_Party,396
428,VAGHELA_KISHORSINH_MAHOBATSINH,Viramgam,Independent,395
429,PRAJAPATI_SAROJBEN_NAGARBHAI,Viramgam,Aapni_Sarkar_Party,274
430,VAGHARI_VASANTBHAI_DAJIBHAI,Viramgam,Independent,268
431,KOLI_PATEL_VIRAMBHAI_RUPABHAI,Viramgam,Independent,268
432,KANUBHAI_KARAMSHIBHAI_PATEL,Sanand,Bharatiya_Janata_Party,67692
433,DABHI_PUSHPABEN_JORUBHAI,Sanand,Indian_National_Congress,59971
434,RATHOD_KAMABHAI_GAGJIBHAI,Sanand,Independent,37795
435,VANIYA_JAGDISHBHAI_DHUDABHAI,Sanand,Bahujan_Samaj_Party,2449
436,SOLANKI_MAHESHBHAI_RAMANBHAI,Sanand,Independent,2419
437,DATTA_RAJESHKUMAR_SOMABHAI,Sanand,Independent,2373
438,THAKOR_DASHRATHJI_MAFATJI,Sanand,All_India_Hindustan_Congress_Party,1403
439,THAKOR_BAHADURBHAI_KHODAJI,Sanand,Bahujan_Mukti_Party,1140
440,ZALA_TARUNSINH_ASHOKSINH,Sanand,Independent,1086
441,VAGHELA_JAYPALSINH_BALVANTSINH,Sanand,Independent,1036
442,KOLI_PATEL_JORUBHAI_KAVABHAI,Sanand,Shivsena,966
443,BHAVESH_BHIKHABHAI_PATEL,Sanand,Nationalist_Congress_Party,852
444,DILIPSINH_VALA,Sanand,Lokshahi_Satta_Party,483
445,PARMAR_CHANDRAKANT_ATMARAM,Sanand,Janata_Dal__(United),396
446,PATEL_BHUPENDRABHAI_RAJNIKANT,Ghatlodia,Bharatiya_Janata_Party,175652
447,PATEL_SHASHIKANT_(BHURABHAI),Ghatlodia,Indian_National_Congress,57902
448,THAKOR_BUDHAJI_GABHAJI,Ghatlodia,Bahujan_Samaj_Party,1105
449,SHAH_SURENDRABHAI_KESHAVLAL,Ghatlodia,Independent,619
450,RAHUL_CHIMANBHAI_MEHETA,Ghatlodia,Independent,572
451,KACHHADIYA_KESHAVLAL_RAMJIBHAI,Ghatlodia,Independent,423
452,PANCHAL_AMIT_NATVARLAL,Ghatlodia,Independent,352
453,PIYUSHBHAI_SOMNATH_PATEL_(C.A.),Ghatlodia,Independent,218
454,PATEL_YOGESHKUMAR_CHANDUBHAI,Ghatlodia,Independent,203
455,PATEL_SHAILESHKUMAR_KASHIRAM,Ghatlodia,Independent,154
456,KIRAN_(MASTER/SIR),Ghatlodia,Independent,147
457,NILESH_NARANBHAI_MISTRY,Ghatlodia,Independent,143
458,DARSHAN_DILIPBHAI_PATEL,Ghatlodia,Independent,124
459,CHAUHAN_KISHOR_BABULAL,Vejalpur,Bharatiya_Janata_Party,117748
460,SHAH_MIHIRBHAI_SUBODHBHAI,Vejalpur,Indian_National_Congress,95181
461,SOLANKI_VINODBHAI_BODHABHAI,Vejalpur,Bahujan_Samaj_Party,947
462,PARMAR_YUSUFBHAI_JEEBHAI,Vejalpur,Nationalist_Congress_Party,802
463,MADHURI_NIRAJ_BHARADVAJ,Vejalpur,Independent,550
464,RINA_NITINKUMAR_BAROT,Vejalpur,Independent,395
465,GOVINDBHAI_JADAV_(DHANDHUKAWALA),Vejalpur,Independent,259
466,SAIYAD_KAUSARALI_FAIYAZALI_(SWAPNADRASHTA),Vejalpur,Socialist_Party_(India),197
467,SHAIKH_YUNUS_GULAMRASUL,Vejalpur,Apna_Desh_Party,185
468,GAJJAR_NILESH_RAMESHBHAI,Vejalpur,Vishva_Hindustani_Sangathan,160
469,KSHATRIA_BIRJU_MOTISINH,Vejalpur,Rashtriya_Jankranti_Party,157
470,MAHETA_YOGESH_DEVENDRABHAI,Vejalpur,Lok_Gathbandhan_Party,153
471,PRADIPSINH_BHAGVATSINH_JADEJA,Vatva,Bharatiya_Janata_Party,131133
472,PATEL_BIPINCHANDRA_RUGNATHBHAI_(BIPINKAKA),Vatva,Indian_National_Congress,68753
473,SANDHI_DAUD_ISMAIL,Vatva,Independent,2240
474,MAURYA_RAJESH_HARIRAM,Vatva,Prajatantra_Aadhar_Party,1354
475,PARMAR_BHARATBHAI_SHAKARABHAI,Vatva,Bahujan_Samaj_Party,1175
476,PATEL_ATULKUMAR_RAVJIBHAI,Vatva,Independent,987
477,SAIYAD_KASAMALI_IMAMALI,Vatva,Independent,946
478,SAIYAD_SABANABANU_HAIDARABBAS,Vatva,Independent,741
479,RATHOD_MUNIRHUSEN_AMIRMIYA,Vatva,Independent,446
480,MOHMMAD_JAFAR_MOHMMAD_KASAM_SHAIKH,Vatva,Independent,436
481,SIDDIKI_MO.KALIM_TAUIFIKAHEMAD,Vatva,Independent,335
482,SARAFARAJKHAN_ALADADKHAN_PATHAN,Vatva,Independent,331
483,ANSARI_MOHOMADRASHID_NURISLAM,Vatva,Independent,245
484,SHAILESHBHAI_GANDABHAI_BHARVAD,Vatva,Independent,221
485,MEVATI_FARJANABANU_ISMAILBHAI,Vatva,Independent,203
486,SHAIKH_SALMABANU_MOHMAD_SALIMBHAI,Vatva,Independent,155
